symbol,sector,industry,trades,p_lvl,adv_lvl
TREX,Industrials,Building Products & Equipment,146,3,1
ADI,Technology,Semiconductors,146,4,2
ALGN,Healthcare,Medical Devices,146,4,1
LUB,Consumer Cyclical,Restaurants,145,0,0
TUSK,Energy,Oil & Gas Equipment & Services,145,0,0
IAF,Financial Services,Asset Management,145,1,0
TECK,Basic Materials,Other Industrial Metals & Mining,145,1,2
CLDT,Real Estate,REITÑHotel & Motel,145,1,1
ASA,Financial Services,Asset Management,145,2,0
NEWT,Financial Services,Asset Management,145,2,0
ECL,Basic Materials,Specialty Chemicals,145,4,1
VYNE,Healthcare,Biotechnology,144,0,2
ASM,Basic Materials,Silver,144,0,2
APLT,Healthcare,Biotechnology,144,2,0
NYCB,Financial Services,BanksÑRegional,143,1,2
CMLS,Communication Services,Broadcasting,143,1,0
RFP,Basic Materials,Paper & Paper Products,143,1,1
SXC,Basic Materials,Coking Coal,143,1,1
JCI,Industrials,Engineering & Construction,143,2,2
MTLS,Technology,SoftwareÑApplication,143,3,0
JP,Financial Services,Asset Management,142,0,0
ORN,Industrials,Engineering & Construction,142,1,1
CLLS,Healthcare,Biotechnology,142,2,0
VIRT,Financial Services,Capital Markets,142,2,1
L,Financial Services,InsuranceÑProperty & Casualty,142,2,1
SNX,Technology,Information Technology Services,142,3,1
LAD,Consumer Cyclical,Auto & Truck Dealerships,142,4,0
LQDA,Healthcare,Biotechnology,141,0,1
SPKE,Utilities,UtilitiesÑRegulated Electric,141,1,0
FSRV,Financial Services,Shell Companies,141,1,2
SUP,Consumer Cyclical,Auto Parts,141,1,1
SUNS,Financial Services,Asset Management,140,1,0
AOUT,Consumer Cyclical,Leisure,140,1,1
EYEG,Healthcare,Biotechnology,140,1,1
HYMC,Basic Materials,Other Precious Metals & Mining,140,1,0
OCSL,Financial Services,Credit Services,139,1,1
ING,Financial Services,BanksÑDiversified,139,1,2
CRT,Energy,Oil & Gas E&P,139,1,0
TWI,Industrials,Farm & Heavy Construction Machinery,139,1,1
BRX,Real Estate,REITÑRetail,139,1,2
RADA,Industrials,Aerospace & Defense,139,1,1
CAMP,Technology,Communication Equipment,139,1,0
FNF,Financial Services,InsuranceÑSpecialty,139,2,1
IOVA,Healthcare,Biotechnology,139,2,1
SAIL,Technology,SoftwareÑInfrastructure,139,2,1
SIVB,Financial Services,BanksÑRegional,139,4,0
OPTN,Healthcare,Drug ManufacturersÑSpecialty & Generic,138,0,0
ORAN,Communication Services,Telecom Services,138,1,1
RFIL,Industrials,Electrical Equipment & Parts,138,1,0
CTT,Real Estate,REITÑSpecialty,138,1,0
LINX,Technology,SoftwareÑApplication,138,1,0
HALL,Financial Services,InsuranceÑProperty & Casualty,137,0,0
NMRD,Healthcare,Medical Devices,137,1,0
INVE,Technology,Computer Hardware,137,1,0
OCCI,Financial Services,Asset Management,137,1,0
AZRE,Utilities,UtilitiesÑRenewable,137,2,0
XONE,Industrials,Specialty Industrial Machinery,137,2,1
ADPT,Healthcare,Biotechnology,137,3,1
EV,Financial Services,Asset Management,137,3,2
KNSL,Financial Services,InsuranceÑProperty & Casualty,137,4,0
MFH,Financial Services,Capital Markets,136,0,1
DBD,Technology,SoftwareÑApplication,136,1,1
KYN,Financial Services,Asset Management,136,1,2
MRAM,Technology,Semiconductors,136,1,0
ICLK,Communication Services,Advertising Agencies,136,1,2
SKX,Consumer Cyclical,Footwear & Accessories,136,2,1
STLD,Basic Materials,Steel,136,2,1
AMSC,Industrials,Specialty Industrial Machinery,136,2,0
HES,Energy,Oil & Gas E&P,136,3,2
DEO,Consumer Defensive,BeveragesÑWineries & Distilleries,136,4,0
RIBT,Consumer Defensive,Packaged Foods,135,0,1
TMDI,Healthcare,Medical Devices,135,0,2
WTT,Technology,Communication Equipment,135,0,0
MTSL,Communication Services,Telecom Services,135,0,0
JAX,Consumer Cyclical,Restaurants,135,1,0
CVLG,Industrials,Trucking,135,1,0
TG,Basic Materials,Specialty Chemicals,135,1,1
TROX,Basic Materials,Chemicals,135,1,2
VIRI,Healthcare,Biotechnology,135,1,2
CRTO,Communication Services,Advertising Agencies,135,2,0
RGEN,Healthcare,Medical Instruments & Supplies,135,4,0
SPH,Utilities,UtilitiesÑRegulated Gas,134,1,1
TGLS,Industrials,Building Products & Equipment,134,1,0
NMIH,Financial Services,InsuranceÑProperty & Casualty,134,2,1
PDI,Financial Services,Asset Management,134,2,0
ALLO,Healthcare,Biotechnology,134,2,1
AMCX,Communication Services,Broadcasting,134,2,1
ZKIN,Basic Materials,Steel,133,0,1
KTRA,Healthcare,Biotechnology,133,0,1
CTSO,Healthcare,Medical Devices,133,1,1
ITI,Technology,Communication Equipment,133,1,0
SNPR,Financial Services,Shell Companies,133,1,1
SINO,Industrials,Integrated Freight & Logistics,133,1,1
OLED,Technology,Semiconductor Equipment & Materials,133,4,0
CIF,Financial Services,Asset Management,132,0,0
DLNG,Energy,Oil & Gas Midstream,132,0,0
DOGZ,Consumer Defensive,Household & Personal Products,132,0,0
ACCO,Industrials,Business Equipment & Supplies,132,1,1
CVV,Industrials,Specialty Industrial Machinery,132,1,0
BOE,Financial Services,Asset Management,132,1,0
EDF,Financial Services,Asset Management,132,1,0
CYTH,Healthcare,Biotechnology,132,1,2
IMBI,Consumer Cyclical,Internet Retail,132,1,0
HMLP,Energy,Oil & Gas Midstream,132,1,0
ALL,Financial Services,InsuranceÑProperty & Casualty,132,3,2
MMX,Basic Materials,Other Precious Metals & Mining,131,1,0
SCPL,Communication Services,Electronic Gaming & Multimedia,131,1,1
CUE,Healthcare,Biotechnology,131,1,1
KZR,Healthcare,Biotechnology,131,1,0
LDOS,Technology,Information Technology Services,131,3,1
DVA,Healthcare,Medical Care Facilities,131,3,1
SVRA,Healthcare,Biotechnology,130,0,0
FSI,Basic Materials,Specialty Chemicals,130,0,0
GPL,Basic Materials,Other Industrial Metals & Mining,130,0,1
FPL,Financial Services,Asset Management,130,0,0
OBCI,Industrials,Conglomerates,130,1,0
UUU,Industrials,Security & Protection Services,130,1,1
GRFS,Healthcare,Drug ManufacturersÑGeneral,130,1,1
GLNG,Energy,Oil & Gas Midstream,130,1,2
BCO,Industrials,Security & Protection Services,130,3,0
PSTX,Healthcare,Biotechnology,129,1,0
OPRA,Technology,SoftwareÑInfrastructure,129,1,0
NRBO,Healthcare,Biotechnology,129,1,0
CURI,Communication Services,Entertainment,129,1,1
QGEN,Healthcare,Diagnostics & Research,129,2,1
PLCE,Consumer Cyclical,Apparel Retail,129,3,1
PWR,Industrials,Engineering & Construction,129,3,1
RY,Financial Services,BanksÑDiversified,129,3,1
AT,Utilities,UtilitiesÑIndependent Power Producers,128,0,1
DSKE,Industrials,Trucking,128,1,1
LBRT,Energy,Oil & Gas Equipment & Services,128,1,1
SLRC,Financial Services,Asset Management,128,1,0
KZIA,Healthcare,Biotechnology,128,1,1
BHK,Financial Services,Asset Management,128,1,0
PUBM,Technology,SoftwareÑApplication,128,2,1
PSA,Real Estate,REITÑIndustrial,128,4,1
BKT,Financial Services,Asset Management,127,1,1
ALAC,Financial Services,Shell Companies,127,1,0
AFI,Industrials,Building Products & Equipment,127,1,0
GOSS,Healthcare,Biotechnology,127,1,1
EXC,Utilities,UtilitiesÑDiversified,127,2,2
STK,Financial Services,Asset Management,127,2,0
TRP,Energy,Oil & Gas Midstream,127,2,1
KOD,Healthcare,Biotechnology,127,4,0
IRR,Financial Services,Asset Management,126,0,0
CHMA,Healthcare,Biotechnology,126,0,1
DDF,Financial Services,Asset Management,126,1,0
DSL,Financial Services,Asset Management,126,1,1
KOSS,Technology,Consumer Electronics,126,1,2
CLNC,Real Estate,REITÑDiversified,126,1,1
ZGNX,Healthcare,Biotechnology,126,2,1
AQUA,Industrials,Pollution & Treatment Controls,126,2,1
CVM,Healthcare,Biotechnology,126,2,1
RCUS,Healthcare,Biotechnology,126,2,0
RGLD,Basic Materials,Gold,126,3,0
ALRM,Technology,SoftwareÑApplication,126,3,0
ENTX,Healthcare,Biotechnology,125,0,1
IHT,Real Estate,REITÑHotel & Motel,125,0,0
AXL,Consumer Cyclical,Auto Parts,125,1,2
EDRY,Industrials,Marine Shipping,125,1,1
LTBR,Industrials,Electrical Equipment & Parts,125,1,1
GLP,Energy,Oil & Gas Midstream,125,1,0
WVE,Healthcare,Biotechnology,125,1,1
ADES,Industrials,Pollution & Treatment Controls,125,1,0
IMTE,Technology,Electronic Components,125,1,1
MRVI,Healthcare,Biotechnology,125,2,1
DEA,Real Estate,REITÑOffice,125,2,1
JBL,Technology,Electronic Components,125,2,1
STON,Consumer Cyclical,Personal Services,124,0,0
UBS,Financial Services,BanksÑDiversified,124,1,2
IMRA,Healthcare,Biotechnology,124,1,0
GBT,Healthcare,Biotechnology,124,2,1
NFG,Energy,Oil & Gas Integrated,124,2,0
GPC,Consumer Cyclical,Specialty Retail,124,3,1
EW,Healthcare,Medical Devices,124,3,2
SPRT,Technology,SoftwareÑApplication,123,0,0
LMRK,Real Estate,Real Estate Services,123,1,0
RTLR,Energy,Oil & Gas Midstream,123,1,1
FF,Basic Materials,Chemicals,123,1,0
BBQ,Consumer Cyclical,Restaurants,123,1,0
KOPN,Technology,Electronic Components,123,1,2
XHR,Real Estate,REITÑHotel & Motel,123,1,1
LQDT,Consumer Cyclical,Internet Retail,123,1,1
EPRT,Real Estate,REITÑDiversified,123,2,1
USCR,Basic Materials,Building Materials,123,2,0
HCCI,Industrials,Waste Management,123,2,0
AB,Financial Services,Asset Management,123,2,0
OMF,Financial Services,Credit Services,123,2,1
JRJC,Financial Services,Capital Markets,122,1,0
HGLB,,,122,1,0
ATRO,Industrials,Aerospace & Defense,122,1,1
ACCD,Healthcare,Health Information Services,122,2,1
LSF,Consumer Defensive,Packaged Foods,122,2,0
HTOO,Utilities,UtilitiesÑRenewable,122,2,1
NAV,Industrials,Farm & Heavy Construction Machinery,122,2,1
IPG,Communication Services,Advertising Agencies,122,2,2
LTRX,Technology,Communication Equipment,121,0,0
ARDX,Healthcare,Biotechnology,121,1,1
CMRE,Industrials,Marine Shipping,121,1,1
TZOO,Consumer Cyclical,Travel Services,121,1,0
IGR,Financial Services,Asset Management,121,1,1
ADMS,Healthcare,Drug ManufacturersÑSpecialty & Generic,121,1,1
VVOS,Healthcare,Medical Devices,121,1,1
SBR,Energy,Oil & Gas E&P,121,2,0
TX,Basic Materials,Steel,121,2,0
DCT,Technology,SoftwareÑApplication,121,2,1
CCNC,Industrials,Waste Management,120,0,0
ARC,Industrials,Specialty Business Services,120,0,0
BOSC,Technology,Communication Equipment,120,0,0
ALJJ,Industrials,Specialty Business Services,120,0,0
FOF,Financial Services,Asset Management,120,1,0
YGMZ,Industrials,Trucking,120,1,1
PSNL,Healthcare,Diagnostics & Research,120,2,1
TVTY,Healthcare,Medical Care Facilities,120,2,0
CAMT,Technology,Semiconductor Equipment & Materials,120,2,0
OTIS,Industrials,Specialty Industrial Machinery,120,3,2
ANCN,Healthcare,Biotechnology,119,0,1
BBK,Financial Services,Asset Management,119,1,0
BNFT,Technology,SoftwareÑApplication,119,1,1
AIR,Industrials,Aerospace & Defense,119,2,0
XEC,Energy,Oil & Gas E&P,119,2,1
FRTA,Industrials,Building Products & Equipment,119,2,0
AER,Industrials,Airports & Air Services,119,2,2
CAJ,Technology,Computer Hardware,119,2,0
CDAK,Healthcare,Biotechnology,119,2,0
ALSK,Communication Services,Telecom Services,118,0,1
RVI,Real Estate,REITÑRetail,118,1,0
FENC,Healthcare,Biotechnology,118,1,0
NHF,Financial Services,Asset Management,118,1,1
MG,Industrials,Security & Protection Services,118,1,0
EGLE,Industrials,Marine Shipping,118,2,0
GIII,Consumer Cyclical,Apparel Retail,118,2,1
FRPT,Consumer Defensive,Packaged Foods,118,4,0
BCX,Financial Services,Asset Management,117,1,1
NCZ,Financial Services,Asset Management,117,1,2
UCTT,Technology,Semiconductor Equipment & Materials,117,2,0
ELAN,Healthcare,Drug ManufacturersÑSpecialty & Generic,117,2,2
EQNR,Energy,Oil & Gas Integrated,116,1,2
ATEN,Technology,SoftwareÑInfrastructure,116,1,1
CASA,Technology,Communication Equipment,116,1,1
BSM,Energy,Oil & Gas E&P,116,1,1
FPI,Real Estate,REITÑSpecialty,116,1,0
ARAV,Healthcare,Biotechnology,116,1,0
TDS,Communication Services,Telecom Services,116,2,1
PAYX,Industrials,Staffing & Employment Services,116,3,2
CERC,Healthcare,Biotechnology,115,0,1
CPHI,Healthcare,Drug ManufacturersÑSpecialty & Generic,115,0,1
DHF,Financial Services,Asset Management,115,0,1
IHD,Financial Services,Asset Management,115,1,0
RBBN,Communication Services,Telecom Services,115,1,1
JNPR,Technology,Communication Equipment,115,2,2
AAWW,Industrials,Airports & Air Services,115,2,0
GLPI,Real Estate,REITÑSpecialty,115,2,1
SLQT,Financial Services,Insurance Brokers,115,2,1
PPC,Consumer Defensive,Packaged Foods,115,2,1
PPG,Basic Materials,Specialty Chemicals,115,3,1
HUSN,Financial Services,Capital Markets,114,0,1
LEE,Communication Services,Publishing,114,0,0
AHC,Communication Services,Publishing,114,0,0
SECO,Consumer Cyclical,Internet Retail,114,0,0
HJLI,Healthcare,Medical Devices,114,1,1
FFHL,Consumer Cyclical,Packaging & Containers,114,1,0
FPH,Real Estate,Real EstateÑDevelopment,114,1,0
VIH,Financial Services,Shell Companies,114,1,1
KRUS,Consumer Cyclical,Restaurants,114,2,0
CEA,Industrials,Airlines,114,2,0
TSE,Basic Materials,Specialty Chemicals,114,2,0
AFMD,Healthcare,Biotechnology,113,1,2
EPZM,Healthcare,Biotechnology,113,1,2
PDAC,Financial Services,Shell Companies,113,1,1
SCI,Consumer Cyclical,Personal Services,113,2,1
BHVN,Healthcare,Biotechnology,113,3,1
CHDN,Consumer Cyclical,Gambling,113,4,0
ELOX,Healthcare,Biotechnology,112,0,0
AAOI,Technology,Semiconductors,112,1,1
RENN,Consumer Cyclical,Auto & Truck Dealerships,112,1,0
WPF,Financial Services,Shell Companies,112,1,2
LEAF,Communication Services,Internet Content & Information,112,1,1
AOSL,Technology,Semiconductors,112,2,0
CEVA,Technology,Semiconductors,112,3,0
UI,Technology,Communication Equipment,112,4,0
FSP,Real Estate,REITÑOffice,111,0,0
EVC,Communication Services,Broadcasting,111,0,0
TLYS,Consumer Cyclical,Apparel Retail,111,1,1
CGBD,Financial Services,Asset Management,111,1,1
WYY,Technology,Information Technology Services,111,1,1
RPAY,Technology,SoftwareÑInfrastructure,111,2,1
CHTR,Communication Services,Entertainment,111,4,1
ETG,Financial Services,Asset Management,110,1,0
IID,Financial Services,Asset Management,110,1,0
XFLT,,,110,1,0
HBIO,Healthcare,Medical Instruments & Supplies,110,1,0
SSP,Communication Services,Broadcasting,110,1,1
FSK,Financial Services,Asset Management,110,1,1
CANG,Communication Services,Internet Content & Information,110,1,1
RNP,Financial Services,Asset Management,110,2,0
NVO,Healthcare,Biotechnology,110,3,1
TT,Industrials,Specialty Industrial Machinery,110,3,1
CYCN,Healthcare,Biotechnology,109,0,0
ESEA,Industrials,Marine Shipping,109,1,0
HLIT,Technology,Communication Equipment,109,1,1
EIGR,Healthcare,Biotechnology,109,1,1
CMC,Basic Materials,Steel,109,2,1
FTS,Utilities,UtilitiesÑRegulated Electric,109,2,0
HI,Industrials,Specialty Industrial Machinery,109,2,0
BXP,Real Estate,REITÑOffice,109,3,1
EMX,Basic Materials,Other Industrial Metals & Mining,108,0,0
PHCF,Financial Services,Asset Management,108,0,0
CTVA,Basic Materials,Agricultural Inputs,108,2,2
DKL,Energy,Oil & Gas Midstream,108,2,0
SATS,Technology,Communication Equipment,108,2,1
PFG,Financial Services,InsuranceÑDiversified,108,2,1
HSIC,Healthcare,Medical Distribution,108,3,1
HYFM,Industrials,Farm & Heavy Construction Machinery,108,3,1
CNI,Industrials,Railroads,108,3,1
GALT,Healthcare,Biotechnology,107,0,0
HYT,Financial Services,Asset Management,107,1,1
TAC,Utilities,UtilitiesÑIndependent Power Producers,107,1,0
IDRA,Healthcare,Biotechnology,107,1,1
HDB,Financial Services,BanksÑRegional,107,3,1
YY,Communication Services,Internet Content & Information,107,3,2
AMN,Healthcare,Medical Care Facilities,107,3,0
APD,Basic Materials,Chemicals,107,4,1
MTBC,Healthcare,Health Information Services,106,1,0
MFC,Financial Services,InsuranceÑLife,106,1,2
PVG,Basic Materials,Gold,106,1,2
BGR,Financial Services,Asset Management,106,1,0
PFN,Financial Services,Asset Management,106,1,1
COOP,Financial Services,Mortgage Finance,106,2,1
NCSM,Energy,Oil & Gas Equipment & Services,106,2,0
BCE,Communication Services,Telecom Services,106,2,1
CSX,Industrials,Railroads,106,3,2
CVGI,Consumer Cyclical,Auto Parts,105,1,1
MCAC,Financial Services,Shell Companies,105,1,1
GTN,Communication Services,Broadcasting,105,1,1
VRA,Consumer Cyclical,Footwear & Accessories,105,1,1
BSTZ,,,105,2,0
BXC,Industrials,Building Products & Equipment,105,2,0
FLO,Consumer Defensive,Packaged Foods,105,2,1
BRPA,Financial Services,Shell Companies,105,2,0
NUS,Consumer Defensive,Household & Personal Products,105,3,0
PFSI,Financial Services,Mortgage Finance,105,3,1
AMBA,Technology,Semiconductor Equipment & Materials,105,3,1
MTSI,Technology,Semiconductors,105,3,1
SHW,Basic Materials,Specialty Chemicals,105,4,0
CPIX,Healthcare,Drug ManufacturersÑSpecialty & Generic,104,0,0
PAVM,Healthcare,Medical Devices,104,0,1
XYF,Financial Services,Credit Services,104,0,0
INSW,Industrials,Marine Shipping,104,1,0
GAIA,Communication Services,Internet Content & Information,104,1,0
LMB,Industrials,Engineering & Construction,104,1,0
TKC,Communication Services,Telecom Services,104,1,1
SBOW,Energy,Oil & Gas E&P,104,1,0
MAG,Basic Materials,Silver,104,1,1
ACEL,Consumer Cyclical,Gambling,104,1,1
KOF,Consumer Defensive,BeveragesÑNon-Alcoholic,104,2,0
HOV,Consumer Cyclical,Residential Construction,104,2,0
DAR,Consumer Defensive,Packaged Foods,104,3,1
BLL,Consumer Cyclical,Packaging & Containers,104,3,2
PFPT,Technology,SoftwareÑInfrastructure,104,3,1
LSPD,Technology,SoftwareÑApplication,104,3,0
HHC,Real Estate,Real EstateÑDiversified,104,3,0
RMD,Healthcare,Medical Instruments & Supplies,104,4,0
AVLR,Technology,SoftwareÑApplication,104,4,1
BLCT,Communication Services,Internet Content & Information,103,1,1
INVA,Healthcare,Biotechnology,103,1,1
DNP,Financial Services,Asset Management,103,1,1
CLVR,Healthcare,Drug ManufacturersÑSpecialty & Generic,103,1,2
TISI,Industrials,Specialty Business Services,103,1,0
URBN,Consumer Cyclical,Apparel Retail,103,2,1
HIBB,Consumer Cyclical,Specialty Retail,103,3,1
CDTX,Healthcare,Biotechnology,102,0,0
CHW,Financial Services,Asset Management,102,1,0
INOD,Technology,Information Technology Services,102,1,1
BTAQ,Financial Services,Shell Companies,102,1,1
EXPC,Financial Services,Shell Companies,102,1,2
VGI,Financial Services,Asset Management,102,1,0
RIV,Financial Services,Asset Management,102,1,0
OI,Consumer Cyclical,Packaging & Containers,102,1,2
MACK,Healthcare,Biotechnology,102,1,2
IDN,Technology,SoftwareÑApplication,102,1,0
REYN,Consumer Cyclical,Packaging & Containers,102,2,0
GOF,Financial Services,Asset Management,102,2,0
EQIX,Real Estate,REITÑSpecialty,102,4,1
HFFG,Consumer Defensive,Food Distribution,101,1,0
RLJ,Real Estate,REITÑHotel & Motel,101,1,2
TGNA,Communication Services,Broadcasting,101,1,2
ATCO,Financial Services,Asset Management,101,1,1
NGVC,Consumer Defensive,Grocery Stores,101,1,0
HZO,Consumer Cyclical,Specialty Retail,101,2,0
NVST,Healthcare,Medical Instruments & Supplies,101,2,1
HLF,Consumer Defensive,Packaged Foods,101,2,1
PPD,Healthcare,Drug ManufacturersÑSpecialty & Generic,101,2,1
MBII,Basic Materials,Agricultural Inputs,100,0,0
ENOB,Healthcare,Biotechnology,100,0,0
KT,Communication Services,Telecom Services,100,1,1
PRPH,Healthcare,Drug ManufacturersÑSpecialty & Generic,100,1,0
